Date,Pond_ID,AMMONIA_mg_L,DO_mg_L,PH,TEMP_C
2023-11-08,Station_C,0.16,6.73,7.9,29.8
2023-11-09,Station_A,0.14,5.34,8.2,28.9
2023-11-09,Station_B,0.31,5.82,7.7,26.6
2023-11-09,Station_C,0.12,5.58,7.7,26.6
2023-11-10,Station_A,0.1,5.6,8.2,27.2
2023-11-10,Station_B,0.24,6.12,8.1,26.8
2023-11-10,Station_C,0.33,6.45,7.6,26.1
2023-11-11,Station_A,0.36,6.17,7.6,26.4
2023-11-11,Station_B,0.32,5.35,7.5,27.6
2023-11-11,Station_C,0.31,6.62,7.9,26.4
2023-11-12,Station_A,0.4,6.81,8.1,27.2
2023-11-12,Station_B,0.36,6.36,7.7,29.8
2023-11-12,Station_C,0.14,5.22,8.0,27.8
2023-11-13,Station_A,0.32,6.6,8.0,26.8
2023-11-13,Station_B,0.1,5.61,7.8,29.3
2023-11-13,Station_C,0.1,5.7,7.8,29.8
2023-11-14,Station_A,2.25,0.98,7.6,29.2
2023-11-14,Station_B,0.17,5.18,7.8,27.1
2023-11-14,Station_C,0.39,5.25,7.8,29.7
2023-11-15,Station_A,0.22,6.4,7.6,28.9
2023-11-15,Station_B,0.26,6.0,7.6,28.5
2023-11-15,Station_C,0.3,5.05,7.9,28.4
2023-11-16,Station_A,0.16,5.55,8.0,28.4
2023-11-16,Station_B,0.19,6.82,8.0,27.6
2023-11-16,Station_C,0.18,6.91,7.7,27.3
2023-11-17,Station_A,0.34,5.55,7.7,27.7
2023-11-17,Station_B,0.22,6.01,8.1,29.3
2023-11-17,Station_C,0.13,6.6,7.6,26.5
2023-11-18,Station_A,0.35,6.1,8.1,30.0
2023-11-18,Station_B,0.28,6.51,7.7,26.7
2023-11-18,Station_C,0.2,5.27,7.7,27.4
2023-11-19,Station_A,0.31,6.06,8.2,29.6
2023-11-19,Station_B,0.37,5.81,7.7,26.9
2023-11-19,Station_C,0.25,6.32,8.0,26.1
2023-11-20,Station_A,0.26,5.38,7.9,28.2
2023-11-20,Station_B,0.19,6.28,8.1,30.0
2023-11-20,Station_C,0.27,5.39,8.0,29.8
2023-11-21,Station_A,0.18,5.3,8.0,27.6
2023-11-21,Station_B,0.36,6.12,7.7,27.4
2023-11-21,Station_C,0.24,5.67,7.9,29.1
2023-11-22,Station_A,0.19,6.06,8.1,26.3
2023-11-22,Station_B,0.27,6.28,7.6,29.0
2023-11-22,Station_C,0.38,5.34,8.0,26.3
2023-11-23,Station_A,0.27,5.78,8.1,26.0
2023-11-23,Station_B,0.17,6.49,7.5,29.3
2023-11-23,Station_C,0.35,5.31,7.9,26.1
2023-11-24,Station_A,0.32,6.06,8.0,26.4
2023-11-24,Station_B,0.19,6.95,8.1,28.9
2023-11-24,Station_C,0.2,6.8,7.7,28.9
2023-11-25,Station_A,0.11,5.72,7.5,30.0
2023-11-25,Station_B,0.26,6.58,7.6,27.9
2023-11-25,Station_C,0.15,6.56,7.7,26.8
2023-11-26,Station_A,0.22,6.84,8.1,27.9
2023-11-26,Station_B,0.2,5.54,7.9,29.2
2023-11-26,Station_C,0.16,5.95,7.5,28.8
2023-11-27,Station_A,0.25,5.6,8.1,26.4
2023-11-27,Station_B,0.21,6.76,8.0,26.4
2023-11-27,Station_C,0.3,5.06,7.6,28.5
2023-11-28,Station_A,0.32,6.44,8.0,29.1
2023-11-28,Station_B,0.18,6.82,7.5,27.5
2023-11-28,Station_C,0.23,5.05,7.5,28.6
2023-11-29,Station_A,0.27,6.01,7.7,27.0
2023-11-29,Station_B,0.18,5.9,7.6,26.3
2023-11-29,Station_C,0.37,6.87,7.9,26.2
2023-11-30,Station_A,0.13,6.34,8.0,28.9
2023-11-30,Station_B,0.32,6.39,7.7,29.7
2023-11-30,Station_C,3.66,0.74,7.6,29.3
2023-12-01,Station_A,0.37,6.38,8.0,27.5
2023-12-01,Station_B,0.35,5.34,7.8,28.4
2023-12-01,Station_C,0.16,5.28,7.6,29.5
2023-12-02,Station_A,0.39,5.4,7.6,28.3
2023-12-02,Station_B,0.28,6.7,7.5,29.2
2023-12-02,Station_C,0.15,5.35,8.1,26.4
2023-12-03,Station_A,0.26,5.08,7.8,29.3
2023-12-03,Station_B,0.25,6.72,7.6,29.6
2023-12-03,Station_C,0.31,6.64,7.9,28.7
2023-12-04,Station_A,0.21,6.14,7.7,27.8
2023-12-04,Station_B,0.14,5.64,8.1,27.5
2023-12-04,Station_C,0.15,5.85,7.6,26.6
2023-12-05,Station_A,0.28,5.43,7.8,29.5
2023-12-05,Station_B,0.11,6.3,7.5,29.9
2023-12-05,Station_C,0.24,5.86,7.9,26.4
2023-12-06,Station_A,0.29,5.37,7.9,26.5
2023-12-06,Station_B,0.29,6.3,7.9,26.7
2023-12-06,Station_C,0.12,6.22,7.9,28.6
2023-12-07,Station_A,0.36,6.96,8.2,29.1
2023-12-07,Station_B,0.36,6.46,7.6,26.2
2023-12-07,Station_C,0.25,6.63,7.7,27.6
2023-12-08,Station_A,0.37,5.18,8.1,29.2
2023-12-08,Station_B,0.21,5.09,7.5,27.9
2023-12-08,Station_C,0.16,6.69,7.9,28.5
2023-12-09,Station_A,0.35,6.74,7.9,29.7
2023-12-09,Station_B,0.32,6.47,7.6,27.1
2023-12-09,Station_C,0.1,5.32,8.1,27.0
2023-12-10,Station_A,0.28,5.47,7.8,26.9
2023-12-10,Station_B,0.35,5.05,8.2,28.9
2023-12-10,Station_C,0.3,6.29,7.7,29.0
2023-12-11,Station_A,0.25,5.02,8.2,29.0
2023-12-11,Station_B,0.2,5.32,8.0,26.2
2023-12-11,Station_C,0.38,6.35,7.6,27.4
2023-12-12,Station_A,0.28,6.34,7.9,27.4
2023-12-12,Station_B,0.12,5.93,8.0,26.2
2023-12-12,Station_C,0.35,6.32,7.5,26.7
2023-12-13,Station_A,0.17,6.93,8.0,27.2
2023-12-13,Station_B,0.32,5.57,7.8,26.8
2023-12-13,Station_C,0.26,6.79,7.7,29.4
2023-12-14,Station_A,0.39,6.82,7.8,29.1
2023-12-14,Station_B,0.37,5.61,7.8,29.5
2023-12-14,Station_C,0.22,6.69,7.5,29.1
2023-12-15,Station_A,0.19,5.99,7.8,28.1
2023-12-15,Station_B,0.2,5.35,8.0,27.6
2023-12-15,Station_C,0.29,6.82,8.0,26.2
2023-12-16,Station_A,0.4,5.94,8.2,28.2
2023-12-16,Station_B,0.2,6.32,7.7,26.4
2023-12-16,Station_C,0.19,5.79,7.9,27.2
2023-12-17,Station_A,0.19,5.88,7.6,27.0
2023-12-17,Station_B,0.27,6.5,7.6,27.5
2023-12-17,Station_C,0.35,6.56,7.5,27.5
2023-12-18,Station_A,0.22,6.05,7.7,28.4
2023-12-18,Station_B,0.4,6.55,7.8,28.0
2023-12-18,Station_C,0.4,6.42,7.8,26.0
2023-12-19,Station_A,0.4,6.05,7.6,26.1
2023-12-19,Station_B,0.38,6.99,8.2,28.9
2023-12-19,Station_C,0.28,6.08,8.0,27.7
2023-12-20,Station_A,0.14,5.53,8.1,29.6
2023-12-20,Station_B,0.11,6.85,8.0,27.7
2023-12-20,Station_C,0.23,5.93,8.1,26.6
2023-12-21,Station_A,0.1,5.63,7.6,26.9
2023-12-21,Station_B,0.17,5.67,7.5,28.4
2023-12-21,Station_C,3.59,0.82,8.2,29.8
2023-12-22,Station_A,0.12,5.59,7.7,28.1
2023-12-22,Station_B,0.32,5.49,7.7,27.2
2023-12-22,Station_C,0.4,6.56,8.2,28.8
2023-12-23,Station_A,0.22,5.98,7.8,29.3
2023-12-23,Station_B,0.19,6.55,8.1,27.7
2023-12-23,Station_C,0.12,6.06,7.5,26.1
2023-12-24,Station_A,0.19,6.49,8.1,26.6
2023-12-24,Station_B,0.25,5.22,8.0,28.4
2023-12-24,Station_C,0.38,6.04,8.2,28.0
2023-12-25,Station_A,0.24,5.36,7.9,28.8
2023-12-25,Station_B,0.13,5.94,7.6,28.7
2023-12-25,Station_C,0.39,5.3,7.9,28.3
2023-12-26,Station_A,0.29,5.29,7.8,28.6
2023-12-26,Station_B,0.36,5.36,8.2,26.2
2023-12-26,Station_C,0.36,6.32,8.0,26.3
2023-12-27,Station_A,0.13,5.17,7.9,26.9
2023-12-27,Station_B,0.23,6.39,8.0,27.3
2023-12-27,Station_C,0.2,6.59,7.9,27.0
2023-12-28,Station_A,0.12,6.4,7.8,28.9
2023-12-28,Station_B,0.33,5.88,7.6,29.2
2023-12-28,Station_C,0.12,6.44,7.7,26.2
2023-12-29,Station_A,3.38,1.19,8.0,29.5
2023-12-29,Station_B,0.16,5.98,7.6,29.0
2023-12-29,Station_C,0.13,6.63,8.0,27.4
2023-12-30,Station_A,0.1,6.86,7.9,28.5
2023-12-30,Station_B,0.27,6.71,7.9,29.6
2023-12-30,Station_C,0.15,6.83,8.0,28.8
2023-12-31,Station_A,0.12,5.86,7.7,28.5
2023-12-31,Station_B,0.39,5.91,8.1,29.7
2023-12-31,Station_C,0.17,6.22,8.2,30.0
2024-01-01,Station_A,0.37,5.4,7.7,29.8
2024-01-01,Station_B,0.16,5.84,7.9,28.4
2024-01-01,Station_C,0.38,6.83,7.8,27.7
2024-01-02,Station_A,0.3,5.76,7.8,27.4
2024-01-02,Station_B,0.24,6.37,8.0,29.1
2024-01-02,Station_C,0.33,5.01,7.8,29.2
2024-01-03,Station_A,0.24,6.29,8.1,28.3
2024-01-03,Station_B,0.39,6.41,7.9,26.1
2024-01-03,Station_C,0.27,6.59,7.8,29.8
2024-01-04,Station_A,0.32,5.84,7.8,29.2
2024-01-04,Station_B,0.13,6.04,7.9,29.2
2024-01-04,Station_C,0.12,6.18,8.0,29.9
2024-01-05,Station_A,0.31,6.04,7.6,27.5
2024-01-05,Station_B,0.32,6.27,8.0,27.7
2024-01-05,Station_C,0.14,5.33,7.6,29.6
2024-01-06,Station_A,0.34,5.47,7.8,29.7
2024-01-06,Station_B,0.16,5.57,8.1,27.7
2024-01-06,Station_C,0.24,5.76,7.7,28.7
2024-01-07,Station_A,0.18,6.58,8.1,29.7
2024-01-07,Station_B,0.19,6.72,7.6,26.0
2024-01-07,Station_C,0.2,5.83,7.8,29.4
2024-01-08,Station_A,0.37,6.23,7.9,27.3
2024-01-08,Station_B,0.29,5.89,8.1,28.0
2024-01-08,Station_C,0.23,6.58,7.8,27.1
2024-01-09,Station_A,0.28,6.18,7.9,28.9
2024-01-09,Station_B,0.11,6.62,7.6,28.9
2024-01-09,Station_C,0.21,5.13,7.9,28.6
2024-01-10,Station_A,0.21,6.86,7.8,29.2
2024-01-10,Station_B,0.39,6.8,7.7,29.9
2024-01-10,Station_C,0.35,5.03,8.2,29.1
2024-01-11,Station_A,0.12,5.47,8.2,28.0
2024-01-11,Station_B,0.35,5.17,7.8,27.5
2024-01-11,Station_C,0.19,5.42,7.6,28.6
2024-01-12,Station_A,0.25,5.6,7.6,29.3
2024-01-12,Station_B,0.2,5.58,7.9,29.1
2024-01-12,Station_C,0.29,6.43,8.2,26.7
2024-01-13,Station_A,0.22,6.45,7.9,27.9
2024-01-13,Station_B,0.22,5.25,7.8,28.1
2024-01-13,Station_C,0.38,5.45,7.8,26.6
2024-01-14,Station_A,0.19,5.98,7.7,26.2
2024-01-14,Station_B,0.29,5.68,7.5,29.5
2024-01-14,Station_C,0.38,5.96,7.7,29.0
2024-01-15,Station_A,0.21,5.81,7.8,29.7
2024-01-15,Station_B,0.17,5.37,7.7,27.1
2024-01-15,Station_C,0.3,5.23,7.8,28.5
2024-01-16,Station_A,0.12,5.16,7.6,29.3
2024-01-16,Station_B,0.12,5.78,7.7,28.3
2024-01-16,Station_C,0.24,5.63,7.6,29.0
2024-01-17,Station_A,0.38,5.12,8.0,28.9
2024-01-17,Station_B,0.18,6.48,7.5,28.5
2024-01-17,Station_C,0.33,6.73,7.8,28.1
2024-01-18,Station_A,0.23,5.72,7.6,29.6
2024-01-18,Station_B,0.29,6.78,8.1,29.2
2024-01-18,Station_C,0.35,5.55,8.1,28.8
2024-01-19,Station_A,0.13,6.17,8.1,29.4
2024-01-19,Station_B,0.38,5.09,7.9,28.8
2024-01-19,Station_C,0.11,6.57,7.8,26.4
2024-01-20,Station_A,0.35,6.17,7.6,26.1
2024-01-20,Station_B,0.27,6.3,8.1,27.7
2024-01-20,Station_C,0.38,6.09,7.9,29.7
2024-01-21,Station_A,0.27,5.6,8.2,28.7
2024-01-21,Station_B,0.27,5.83,8.1,27.9
2024-01-21,Station_C,0.35,6.65,8.0,29.4
2024-01-22,Station_A,0.13,6.68,7.8,26.5
2024-01-22,Station_B,0.15,6.5,8.0,26.8
2024-01-22,Station_C,0.18,6.59,7.8,28.9
2024-01-23,Station_A,0.2,6.68,7.5,29.9
2024-01-23,Station_B,0.23,6.26,7.6,28.1
2024-01-23,Station_C,0.17,6.44,7.8,28.6
2024-01-24,Station_A,0.24,6.96,7.6,28.5
2024-01-24,Station_B,0.27,6.23,7.9,26.1
2024-01-24,Station_C,0.35,5.35,7.8,29.1
2024-01-25,Station_A,0.39,6.8,7.6,29.7
2024-01-25,Station_B,0.21,5.79,7.8,28.6
2024-01-25,Station_C,0.11,5.28,7.8,27.1
2024-01-26,Station_A,0.13,6.83,8.1,29.6
2024-01-26,Station_B,0.13,5.88,7.6,30.0
2024-01-26,Station_C,0.28,6.56,8.1,29.0
2024-01-27,Station_A,0.24,6.21,7.6,29.5
2024-01-27,Station_B,0.11,6.84,7.8,29.5
2024-01-27,Station_C,0.34,5.12,7.7,29.5
2024-01-28,Station_A,0.24,5.88,7.6,29.9
2024-01-28,Station_B,0.16,6.32,7.7,29.8
2024-01-28,Station_C,0.1,6.01,7.8,26.7
2024-01-29,Station_A,0.22,6.78,7.5,29.9
2024-01-29,Station_B,0.15,5.09,7.9,26.9
2024-01-29,Station_C,0.17,6.3,7.9,26.3
2024-01-30,Station_A,0.34,5.16,8.1,28.3
2024-01-30,Station_B,0.14,6.99,8.0,28.3
2024-01-30,Station_C,0.11,6.88,8.0,26.4
2024-01-31,Station_A,0.12,6.22,7.9,28.0
2024-01-31,Station_B,0.26,6.03,7.5,27.1
2024-01-31,Station_C,0.37,6.45,8.2,27.2
2024-02-01,Station_A,0.28,5.91,7.7,29.0
2024-02-01,Station_B,0.17,5.35,8.0,29.9
2024-02-01,Station_C,0.19,5.84,7.8,29.4
2024-02-02,Station_A,0.28,5.55,8.2,28.6
2024-02-02,Station_B,0.27,6.64,8.1,27.3
2024-02-02,Station_C,0.11,6.54,8.2,27.4
2024-02-03,Station_A,0.27,6.52,8.1,28.4
2024-02-03,Station_B,0.19,5.46,7.8,28.7
2024-02-03,Station_C,0.3,5.79,8.1,26.1
2024-02-04,Station_A,0.29,6.88,8.0,29.2
2024-02-04,Station_B,0.3,5.58,8.1,29.0
2024-02-04,Station_C,0.31,6.74,8.2,29.8
2024-02-05,Station_A,0.23,5.22,7.7,29.5
2024-02-05,Station_B,0.29,6.33,8.0,26.7
2024-02-05,Station_C,0.23,5.73,8.2,29.3
2024-02-06,Station_A,0.36,5.7,8.1,26.9
2024-02-06,Station_B,0.24,5.21,7.7,27.6
2024-02-06,Station_C,0.12,6.32,8.0,28.6
2024-02-07,Station_A,0.15,6.17,8.2,28.4
2024-02-07,Station_B,0.32,5.67,8.0,29.7
2024-02-07,Station_C,0.36,5.44,7.8,29.4
2024-02-08,Station_A,0.37,6.88,7.8,28.6
2024-02-08,Station_B,0.21,5.86,8.0,28.0
2024-02-08,Station_C,0.32,5.04,7.9,27.7
2024-02-09,Station_A,0.35,6.1,8.1,28.9
2024-02-09,Station_B,0.33,5.08,7.5,26.3
2024-02-09,Station_C,0.17,6.97,7.9,28.6
2024-02-10,Station_A,0.2,5.67,8.0,27.9
2024-02-10,Station_B,0.28,6.54,7.6,29.1
2024-02-10,Station_C,0.3,5.66,7.8,26.9
2024-02-11,Station_A,0.25,6.99,7.8,26.9
2024-02-11,Station_B,0.11,6.81,8.1,28.9
2024-02-11,Station_C,0.27,6.99,7.7,29.1
2024-02-12,Station_A,0.39,6.66,8.2,28.4
2024-02-12,Station_B,0.25,6.42,8.0,26.0
2024-02-12,Station_C,0.17,6.75,7.6,28.7
2024-02-13,Station_A,0.21,6.88,7.7,26.4
2024-02-13,Station_B,0.25,6.28,7.7,28.8
2024-02-13,Station_C,0.36,6.63,8.2,29.7
2024-02-14,Station_A,0.22,6.49,7.6,27.3
2024-02-14,Station_B,0.24,6.1,7.6,26.1
2024-02-14,Station_C,0.11,6.95,7.7,28.7
2024-02-15,Station_A,0.12,5.94,7.9,29.4
2024-02-15,Station_B,0.12,5.42,7.7,26.5
2024-02-15,Station_C,0.4,6.03,8.0,28.7
2024-02-16,Station_A,0.16,6.51,8.1,26.7
2024-02-16,Station_B,0.39,6.56,7.7,28.3
2024-02-16,Station_C,0.25,5.71,7.7,28.7
2024-02-17,Station_A,0.36,5.31,8.1,27.0
2024-02-17,Station_B,0.37,5.91,7.6,26.6
2024-02-17,Station_C,0.33,6.99,8.1,29.5
2024-02-18,Station_A,0.37,5.15,8.2,27.6
2024-02-18,Station_B,0.12,6.43,8.0,30.0
2024-02-18,Station_C,0.21,6.11,7.8,26.8
2024-02-19,Station_A,0.17,6.1,8.1,29.7
2024-02-19,Station_B,0.12,5.49,7.7,26.4
2024-02-19,Station_C,0.28,6.16,7.9,27.4
2024-02-20,Station_A,0.35,5.69,7.6,27.2
2024-02-20,Station_B,0.24,5.31,7.8,26.9
2024-02-20,Station_C,0.11,6.11,7.6,26.0
2024-02-21,Station_A,0.3,5.2,8.0,28.4
2024-02-21,Station_B,0.23,6.77,7.7,27.6
2024-02-21,Station_C,0.33,6.83,8.1,29.2
2024-02-22,Station_A,0.31,6.5,8.2,26.0
2024-02-22,Station_B,0.32,6.84,8.1,29.4
2024-02-22,Station_C,0.26,5.01,7.5,28.2
2024-02-23,Station_A,0.24,5.8,8.1,27.4
2024-02-23,Station_B,0.37,6.0,7.8,29.0
2024-02-23,Station_C,0.2,5.21,7.7,26.5
2024-02-24,Station_A,0.18,6.28,8.2,28.7
2024-02-24,Station_B,0.34,6.46,7.8,27.3
2024-02-24,Station_C,0.37,5.9,7.5,29.2
2024-02-25,Station_A,0.1,6.61,7.9,28.7
2024-02-25,Station_B,0.26,6.01,7.7,27.2
2024-02-25,Station_C,0.23,5.33,7.6,27.9
2024-02-26,Station_A,0.3,5.94,7.6,28.0
2024-02-26,Station_B,0.15,6.38,7.9,29.0
2024-02-26,Station_C,0.38,6.24,8.1,27.0
2024-02-27,Station_A,0.33,5.79,7.8,28.6
2024-02-27,Station_B,0.32,5.09,7.6,28.7
2024-02-27,Station_C,0.39,6.74,7.9,29.3
2024-02-28,Station_A,0.18,6.7,7.6,27.7
2024-02-28,Station_B,0.31,5.06,7.7,28.4
2024-02-28,Station_C,0.33,6.3,7.7,26.6
2024-02-29,Station_A,0.24,5.34,7.7,27.2
2024-02-29,Station_B,0.26,6.53,7.9,29.3
2024-02-29,Station_C,0.23,6.22,8.0,28.8
2024-03-01,Station_A,0.3,5.19,8.0,28.9
2024-03-01,Station_B,0.31,6.37,7.9,29.5
2024-03-01,Station_C,0.33,6.23,7.6,28.9
2024-03-02,Station_A,0.33,5.25,8.0,27.2
2024-03-02,Station_B,0.17,6.37,7.7,26.0
2024-03-02,Station_C,0.13,6.32,8.1,29.9
2024-03-03,Station_A,0.34,5.71,8.1,29.1
2024-03-03,Station_B,0.22,5.67,8.0,27.6
2024-03-03,Station_C,0.28,6.95,8.2,27.7
2024-03-04,Station_A,0.35,6.8,7.5,27.2
2024-03-04,Station_B,0.23,5.34,7.8,28.7
2024-03-04,Station_C,0.3,5.13,8.1,29.8
2024-03-05,Station_A,0.36,5.26,8.1,26.5
2024-03-05,Station_B,0.2,6.17,7.7,28.5
2024-03-05,Station_C,0.36,6.27,7.7,27.3
2024-03-06,Station_A,0.22,6.07,8.0,27.4
2024-03-06,Station_B,0.24,5.43,7.7,26.2
2024-03-06,Station_C,0.2,6.92,7.9,29.1
2024-03-07,Station_A,0.13,6.63,7.9,26.8
2024-03-07,Station_B,0.26,6.69,7.5,28.4
2024-03-07,Station_C,0.39,6.61,7.7,28.8
2024-03-08,Station_A,0.32,6.64,8.1,26.4
2024-03-08,Station_B,0.34,5.5,7.5,27.6
2024-03-08,Station_C,0.14,6.34,7.5,26.4
2024-03-09,Station_A,0.13,6.69,8.1,29.0
2024-03-09,Station_B,0.26,5.37,7.7,28.1
2024-03-09,Station_C,0.13,5.59,8.1,27.7
2024-03-10,Station_A,0.4,6.05,7.7,29.2
2024-03-10,Station_B,0.18,6.57,7.8,26.8
2024-03-10,Station_C,0.32,5.25,7.7,26.9
2024-03-11,Station_A,0.33,6.43,8.0,26.0
2024-03-11,Station_B,0.17,5.54,7.6,27.6
2024-03-11,Station_C,0.33,6.58,7.9,26.4
2024-03-12,Station_A,0.39,5.4,8.0,29.4
2024-03-12,Station_B,0.2,5.96,7.9,27.6
2024-03-12,Station_C,0.32,5.48,7.9,28.8
2024-03-13,Station_A,0.21,6.81,7.9,26.9
2024-03-13,Station_B,0.26,6.1,7.7,28.5
2024-03-13,Station_C,0.14,6.09,7.5,29.5
2024-03-14,Station_A,0.3,5.78,7.8,29.1
2024-03-14,Station_B,0.32,6.01,7.9,29.0
2024-03-14,Station_C,0.28,6.58,8.2,27.5
2024-03-15,Station_A,0.13,5.72,7.8,29.3
2024-03-15,Station_B,0.32,5.04,7.8,29.6
2024-03-15,Station_C,0.11,5.87,8.0,27.8
2024-03-16,Station_A,0.3,5.51,8.0,26.6
2024-03-16,Station_B,0.3,6.66,8.1,28.9
2024-03-16,Station_C,0.14,5.43,8.1,29.4
2024-03-17,Station_A,0.12,6.07,8.0,28.8
2024-03-17,Station_B,0.33,5.72,7.6,26.8
2024-03-17,Station_C,0.21,5.18,7.7,28.5
2024-03-18,Station_A,0.35,5.51,7.6,26.8
2024-03-18,Station_B,0.26,5.37,8.1,27.6
2024-03-18,Station_C,0.18,5.79,7.9,29.6
2024-03-19,Station_A,0.27,5.44,7.8,29.9
2024-03-19,Station_B,0.33,5.9,7.9,27.7
2024-03-19,Station_C,0.36,6.01,7.8,27.4
2024-03-20,Station_A,0.38,5.63,8.1,28.9
2024-03-20,Station_B,0.38,6.25,8.1,26.7
2024-03-20,Station_C,0.33,5.54,8.0,29.1
2024-03-21,Station_A,0.19,6.36,7.7,29.0
2024-03-21,Station_B,0.28,5.83,7.6,26.7
2024-03-21,Station_C,0.29,6.7,7.5,26.3
2024-03-22,Station_A,0.32,5.32,7.7,26.9
2024-03-22,Station_B,0.17,5.71,8.0,28.4
2024-03-22,Station_C,0.29,5.95,8.2,27.2
2024-03-23,Station_A,0.32,5.44,8.1,28.0
2024-03-23,Station_B,0.14,5.52,7.9,27.3
2024-03-23,Station_C,0.21,6.28,7.8,26.0
2024-03-24,Station_A,0.23,5.68,7.6,26.9
2024-03-24,Station_B,0.38,5.87,7.5,26.6
2024-03-24,Station_C,0.28,5.37,7.8,27.5
2024-03-25,Station_A,0.2,5.92,8.0,27.7
2024-03-25,Station_B,0.3,5.82,7.9,29.9
2024-03-25,Station_C,0.37,5.36,7.8,29.6
2024-03-26,Station_A,0.39,5.19,8.1,27.8
2024-03-26,Station_B,0.36,5.5,7.5,26.5
2024-03-26,Station_C,0.39,5.22,7.8,26.7
2024-03-27,Station_A,0.14,5.48,7.6,28.2
2024-03-27,Station_B,0.25,5.12,7.9,29.2
2024-03-27,Station_C,0.12,5.38,8.0,28.4
2024-03-28,Station_A,0.17,5.66,8.2,27.0
2024-03-28,Station_B,0.27,5.25,7.8,29.8
2024-03-28,Station_C,0.36,5.51,7.9,29.4
2024-03-29,Station_A,0.25,6.28,7.5,27.0
2024-03-29,Station_B,0.13,5.56,7.7,29.9
2024-03-29,Station_C,0.23,6.98,7.6,27.9
2024-03-30,Station_A,0.12,6.43,7.6,26.6
2024-03-30,Station_B,0.38,6.37,8.0,28.2
2024-03-30,Station_C,0.29,5.82,7.6,28.8
2024-03-31,Station_A,0.16,6.64,8.0,28.5
2024-03-31,Station_B,0.22,6.38,8.0,28.0
2024-03-31,Station_C,0.39,5.82,8.1,28.2
2024-04-01,Station_A,0.12,6.15,8.1,29.1
2024-04-01,Station_B,0.15,5.72,7.7,27.3
2024-04-01,Station_C,0.21,6.12,7.8,27.1
2024-04-02,Station_A,0.37,5.02,7.5,29.3
2024-04-02,Station_B,0.32,5.03,7.7,29.9
2024-04-02,Station_C,0.27,5.47,7.5,26.1
2024-04-03,Station_A,0.11,6.99,7.6,28.8
2024-04-03,Station_B,0.26,5.16,8.0,28.3
2024-04-03,Station_C,0.35,6.09,8.1,29.7
2024-04-04,Station_A,0.12,5.24,8.2,28.0
2024-04-04,Station_B,0.33,5.53,8.0,29.3
2024-04-04,Station_C,0.18,5.8,7.8,28.0
2024-04-05,Station_A,0.24,6.02,7.9,29.3
2024-04-05,Station_B,0.17,6.33,8.1,27.3
2024-04-05,Station_C,0.14,5.68,8.1,29.6
2024-04-06,Station_A,0.31,6.71,8.2,28.0
2024-04-06,Station_B,0.22,5.14,7.8,29.2
2024-04-06,Station_C,0.37,5.1,7.9,26.4
2024-04-07,Station_A,0.37,5.99,8.0,26.3
2024-04-07,Station_B,0.3,5.27,7.7,26.3
2024-04-07,Station_C,0.39,6.65,8.2,29.4
2024-04-08,Station_A,0.27,6.04,7.8,29.3
2024-04-08,Station_B,0.12,6.9,7.5,29.9
2024-04-08,Station_C,0.2,6.4,8.1,27.0
2024-04-09,Station_A,0.34,5.5,7.5,26.8
2024-04-09,Station_B,0.12,6.45,7.8,29.5
2024-04-09,Station_C,0.24,6.28,8.1,28.1
2024-04-10,Station_A,0.36,5.62,7.6,27.8
2024-04-10,Station_B,0.11,6.17,7.9,29.7
2024-04-10,Station_C,0.18,5.88,7.7,28.9
2024-04-11,Station_A,0.33,6.64,8.1,27.7
2024-04-11,Station_B,0.16,6.43,7.9,29.3
2024-04-11,Station_C,0.34,6.86,8.0,29.1
2024-04-12,Station_A,0.16,6.95,8.0,28.2
2024-04-12,Station_B,0.11,5.74,7.8,26.8
2024-04-12,Station_C,0.25,6.17,7.7,28.3
2024-04-13,Station_A,0.24,6.71,8.1,26.4
2024-04-13,Station_B,0.24,6.18,7.8,27.3
2024-04-13,Station_C,0.1,6.94,7.7,29.7
2024-04-14,Station_A,0.17,5.47,8.2,26.0
2024-04-14,Station_B,0.36,6.34,7.8,29.8
2024-04-14,Station_C,0.23,6.15,8.2,29.9
2024-04-15,Station_A,0.35,5.6,7.8,26.7
2024-04-15,Station_B,0.3,6.02,7.7,27.6
2024-04-15,Station_C,0.4,6.71,7.8,29.7
2024-04-16,Station_A,0.3,6.93,7.8,28.7
2024-04-16,Station_B,0.18,6.15,8.2,27.8
2024-04-16,Station_C,0.37,5.51,7.8,28.6
2024-04-17,Station_A,0.13,6.99,8.0,27.8
2024-04-17,Station_B,0.13,5.99,8.2,29.6
2024-04-17,Station_C,0.26,6.39,7.7,26.3
2024-04-18,Station_A,0.28,5.01,7.6,26.8
2024-04-18,Station_B,0.26,5.59,7.7,29.5
2024-04-18,Station_C,0.25,6.91,7.9,28.9
2024-04-19,Station_A,0.11,6.29,7.9,26.4
2024-04-19,Station_B,0.37,5.41,7.8,27.8
2024-04-19,Station_C,0.35,6.52,7.8,26.3
2024-04-20,Station_A,0.3,6.41,8.2,27.8
2024-04-20,Station_B,0.26,5.3,7.8,28.2
2024-04-20,Station_C,0.21,6.96,7.9,27.0
2024-04-21,Station_A,0.14,5.91,7.5,27.8
2024-04-21,Station_B,0.3,6.52,7.6,27.9
2024-04-21,Station_C,0.37,5.36,7.8,28.4
2024-04-22,Station_A,0.35,5.46,7.8,29.2
2024-04-22,Station_B,0.22,5.06,8.0,29.9
